Student,Class Short Name,,,
Student 963,EXPOS 20,,,
,FRSEMR 51F,,,
,LIFESCI 1A,,,
,MATH 1B,,,
Student 964,COMPSCI 50,,,
,GENED 1038,,,
,JAPAN BA,,,
,MATH 22A,,,
Student 965,COMPSCI 50,,,
,GENED 1038,,,
,MATH 22A,,,
,SPANSH 10,,,
Student 966,GENED 1094,,,
,MATH 1A,,,
,OEB 10,,,
,SPANSH 20,,,
Student 967,COMPSCI 50,,,
,EXPOS 10,,,
,LPS A,,,
,MATH MA,,,
Student 968,EXPOS 20,,,
,LPS A,,,
,MATH 1A,,,
,PSY 1,,,
Student 969,ECON 10A,,,
,EXPOS 20,,,
,MATH 1A,,,
,MCB 80,,,
Student 97,GENED 1089,,,
,LIFESCI 1A,,,
,MATH 21A,,,
,PSY 1,,,
Student 970,EXPOS 20,,,
,GENED 1093,,,
,LIFESCI 1A,,,
,MATH 1B,,,
Student 971,COMPSCI 50,,,
,EXPOS 20,,,
,FRSEMR 49N,,,
,MATH 22A,,,
Student 972,ECON 10A,,,
,ENGLISH 10,,,
,FRSEMR 65E,,,
,HUMAN 10A,,,
Student 973,EXPOS 20,,,
,MATH 1B,,,
,PHYSICS 19,,,
,PORTUG 30,,,
Student 974,EXPOS 20,,,
,FRSEMR 31J,,,
,LIFESCI 1A,,,
,SOCIOL 1111,,,
Student 975,COMPSCI 50,,,
,ECON 10A,,,
,FRSEMR 61U,,,
,MATH 21A,,,
Student 976,EXPOS 20,,,
,GENED 1038,,,
,GERMAN 10A,,,
,MATH 1A,,,
Student 977,EXPOS 20,,,
,GENED 1114,,,
,MATH 1B,,,
,PHYSICS 15A,,,
Student 978,EXPOS 20,,,
,FRSEMR 72T,,,
,GENED 1050,,,
,GENED 1093,,,
Student 979,ECON 10A,,,
,EXPOS 20,,,
,GENED 1074,,,
,JAPAN BA,,,
Student 98,FRSEMR 41K,,,
,GENED 1146,,,
,GOV 1540,,,
,GOV 20,,,
Student 980,ECON 10A,,,
,EXPOS 20,,,
,GENED 1102,,,
,GENED 1120,,,
Student 981,CHNSE 120A,,,
,EXPOS 20,,,
,FRSEMR 65F,,,
,MATH 1B,,,
Student 982,COMPSCI 50,,,
,EXPOS 10,,,
,GENED 1038,,,
,MATH 1A,,,
Student 983,COMPSCI 50,,,
,LIFESCI 1A,,,
,MATH 21A,,,
,SPANSH 11,,,
Student 984,ENGLISH 10,,,
,EXPOS 20,,,
,FRSEMR 71Y,,,
,GENED 1130,,,
Student 985,EXPOS 20,,,
,FRSEMR 72T,,,
,GULLAH AA,,,
,HIST 1024,,,
Student 986,COMPSCI 50,,,
,EXPOS 20,,,
,GENED 1104,,,
,MATH 1B,,,
Student 987,FRSEMR 23I,,,
,GENED 1094,,,
,MATH 21A,,,
,NEURO 80,,,
Student 988,COMPSCI 50,,,
,GENED 1097,,,
,HUMAN 10A,,,
,MATH 22A,,,
Student 989,EXPOS 20,,,
,GENED 1093,,,
,MATH 22A,,,
,STAT 110,,,
Student 99,EXPOS 20,,,
,GENED 1103,,,
,MATH 22A,,,
,PHYSICS 15A,,,
Student 990,CHNSE BX,,,
,ECON 10A,,,
,GENED 1089,,,
,MATH 1A,,,
Student 991,ECON 10A,,,
,EXPOS 20,,,
,FRSEMR 60C,,,
,MATH 1B,,,
Student 992,EXPOS 20,,,
,GENED 1148,,,
,LIFESCI 1A,,,
,SPANSH 30,,,
Student 993,FRSEMR 21V,,,
,MATH 22A,,,
,PHIL 34,,,
,PHYSICS 19,,,
Student 994,COMPSCI 50,,,
,ECON 10A,,,
,FRSEMR 72T,,,
,GOV 20,,,
Student 995,EXPOS 10,,,
,GENED 1069,,,
,LPS A,,,
,PSY 14,,,
Student 996,COMPSCI 50,,,
,HISTSCI 100,,,
,LIFESCI 1A,,,
,PHIL 34,,,
Student 997,ECON 10A,,,
,EXPOS 10,,,
,FRSEMR 49G,,,
,MATH MA,,,
Student 998,EXPOS 20,,,
,GENED 1074,,,
,LIFESCI 1A,,,
,MATH MA,,,
Student 999,FRSEMR 72P,,,
,GOV 30,,,
,MATH QA,,,
,SOCIOL 1163,,,
